# 📡 Master Directory - AI Search Index
To fetch full details, request the corresponding JSON file at: https://rink-git-cron.vercel.app/api/master_directory/{ID}.json

[id] Instruments | Institute: Institution Name | Location: District | Tags: tag
 University (KVASU) | Location: Thrissur | Tags: microbiology, cell_culture, diagnostics, pharmaceuticals
[inst_100652] Inverted Research Microscope (Fluorescent) | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: microbiology, cell_culture, diagnostics, genomics
[inst_100653] CO2 Incubator | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: cell_culture, microbiology, food_safety, pharmaceuticals
[inst_100654] Beta counter with cell harvester | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: cell_culture, microbiology, pharmaceuticals, analytical_chem
[inst_100655] Autoclave | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: microbiology, cell_culture, pharmaceuticals, food_safety
[inst_100656] Ice flaker | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: food_safety, microbiology, pharmaceuticals, cell_culture
[inst_100657] Spectrophotometer UV-VIS-NIR | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: analytical_chem, pharmaceuticals, nanotech, polymers
[inst_100658] Automated mammalian cell counter | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: cell_culture,microbiology,pharmaceuticals,diagnostics
[inst_100659] PH/Ion Selective Electrode (IES) Meter | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: analytical_chem, water_quality, soil_analysis, food_safety
[inst_100660] Incubator | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: microbiology, cell_culture, food_safety, pharmaceuticals
[inst_100661] Hot air oven | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: food_safety, microbiology, pharmaceuticals, analytical_chem
[inst_100662] Deep freezer -860c | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: microbiology, cell_culture, pharmaceuticals, genomics
[inst_100663] Real Time PCR | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: genomics, microbiology, pharmaceuticals, diagnostics
[inst_100664] Automatic fraction collector | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: analytical_chem, microbiology, pharmaceuticals, food_safety
[inst_100665] Electro fusion apparatus/Electroporator | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100666] Microwave Digester | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: analytical_chem, food_safety, soil_analysis, pharmaceuticals
[inst_100667] Fourier Transform Infrared Spectrometer (FTIR) | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: analytical_chem, polymers, surface_science, pharmaceuticals
[inst_100668] Biosafety Cabinet Class II | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: microbiology, cell_culture, food_safety, pharmaceuticals
[inst_100669] Shaker water bath | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: microbiology, cell_culture, food_safety, pharmaceuticals
[inst_100670] Fluorescence Spectrometer | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: pharmaceuticals, analytical_chem, medical_devices, diagnostics
[inst_100671] Solvent extractor | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: food_safety, analytical_chem, pharmaceuticals, soil_analysis
[inst_100672] Electrolyte analyser | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: diagnostics, analytical_chem, medical_devices, pharmaceuticals
[inst_100673] Sample preparation using Sputter coater for Electron Microscopy | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: nanotech, surface_science, metallurgy, analytical_chem
[inst_100674] Demonstration of Electron Microscope | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: nanotech, surface_science, metallurgy, analytical_chem
[inst_100675] LC HRMS | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: food_safety, pharmaceuticals, analytical_chem, diagnostics
[inst_100676] MALDI-TOF | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: genomics, microbiology, pharmaceuticals, analytical_chem
[inst_100677] XPS | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: surface_science, nanotech, analytical_chem, semiconductors
[inst_100678] Single Crystal XRD | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: pharmaceuticals, nanotech, analytical_chem, geosciences
[inst_100679] Bruker Axs Kappa Apex II SC-XRD | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: pharmaceuticals, nanotech, analytical_chem, geosciences
[inst_100680] Bruker D8 Quest - Microfocus SC-XRD | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: nanotech, metallurgy, analytical_chem, geosciences
[inst_100681] SEM-I | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: nanotech, surface_science, metallurgy, analytical_chem
[inst_100682] SEM-II | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: nanotech, metallurgy, surface_science, analytical_chem
[inst_100683] PANalytical PXRD | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: nanotech, metallurgy, analytical_chem, geosciences
[inst_100684] NMR-500 | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: pharmaceuticals, bioinformatics, analytical_chem, polymers
[inst_100685] NMR-700 | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: pharmaceuticals, analytical_chem, bioinformatics, polymers
[inst_100686] NMR -500 SOLID | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: pharmaceuticals, polymers, analytical_chem, bioinformatics
[inst_100687] Bruker PXRD | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: nanotech, metallurgy, analytical_chem, geosciences
[inst_100688] JPK NanoWizard 4 AFM with Confocal Microscope | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: nanotech, surface_science, metrology, semiconductors
[inst_100689] TEM 300 kV | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: nanotech, metallurgy, surface_science, semiconductors
[inst_100690] TEM 120 kV | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: nanotech, surface_science, metallurgy, analytical_chem
[inst_100691] ESI TOF | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: pharmaceuticals, analytical_chem, food_safety, diagnostics
[inst_100692] Pioneer-II Electron-beam lithography system | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: nanotech, semiconductors, metrology, surface_science
[inst_100693] Per 1 Hr Session | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: analytical_chem, metrology, nanotech, surface_science
[inst_100694] ML3-Maskless Photolithography system | Institute: Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM) | Location: Trivandrum | Tags: nanotech, semiconductors, metrology, surface_science
[inst_100695] Teledyne CETAC LSX-213 G2+ laser ablation system: | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences, metallurgy, surface_science
[inst_100696] Agilent 7800 Quadruple ICPMS: | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences, soil_analysis, water_quality
[inst_100697] Nu Plasma III Multi collector ICPMS: | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences, water_quality
[inst_100698] Laminar Air flow chamber | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: microbiology, cell_culture, pharmaceuticals, food_safety
[inst_100699] Spectroquant NOVA 200 Spectrophotometer | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, water_quality, geosciences, food_safety
[inst_100700] Rig Rat Wireless multipoint gas detection system | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences, rf_communications, metrology
[inst_100701] ADR-1200S Ambient Particulate Monitoring System, | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences, water_quality
[inst_100702] Vibration meter | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metrology
[inst_100703] hand-held GPS | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metrology, marine_tech
[inst_100704] Leica Microscopes | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: microbiology, cell_culture, diagnostics
[inst_100705] photo micrographic accessories, | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: microbiology, cell_culture, geosciences, analytical_chem
[inst_100706] Distometer | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metrology
[inst_100707] High Volume Air Sampler | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, water_quality
[inst_100708] Noise Level Meter, | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metrology, analytical_chem
[inst_100709] Aquameter, Grab sampler | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: water_quality, geosciences, analytical_chem, marine_tech
[inst_100710] Vertical profile water sampler. | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: water_quality, marine_tech, analytical_chem, geosciences
[inst_100711] Computer hardware and software for Dispersion modelling | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem
[inst_100712] Watershed modelling | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, water_quality
[inst_100713] Dam break analysis | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, water_quality
[inst_100714] Resistivity modelling | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, soil_analysis, analytical_chem
[inst_100715] GIS modelling | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, soil_analysis, crop_science, water_quality
[inst_100716] vibration modelling | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metrology, marine_tech, analytical_chem
[inst_100717] Met One BAM 1020 | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences, metrology
[inst_100718] Ecotech Serinus 30 CO analyser | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences
[inst_100719] Ecotech Serinus 10 O3 analyser | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences, water_quality
[inst_100720] Ecotech Serinus 40 NOx analyser | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, water_quality, geosciences
[inst_100721] Magee Scientific Aethalometer | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences
[inst_100722] Synspec Alpha 115 GC | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences
[inst_100723] SONIMIX 3080 Hydrogen generator | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences, green_chem
[inst_100724] Ecotech GasCal 1100 | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, water_quality, geosciences
[inst_100725] GC – Perkin Elmer (N651-9101 CLARUS 500) | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences, food_safety, pharmaceuticals
[inst_100726] Bacteriological Incubator – Labline | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: microbiology,food_safety,cell_culture,pharmaceuticals
[inst_100727] Laboratory oven – Labline | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: food_safety, analytical_chem, geosciences, microbiology
[inst_100728] Muffle Furnace – Bio-Technics India | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metallurgy, soil_analysis
[inst_100729] BOD Incubator – Calton | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: microbiology, water_quality, food_safety, analytical_chem
[inst_100730] UV Spectrophotometer – Shimadzu (UV-1800) | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, water_quality, pharmaceuticals, food_safety
[inst_100731] Flame photometer – (CL-361) | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, soil_analysis, geosciences, water_quality
[inst_100732] Flame photometer – (CL-378) | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, soil_analysis, geosciences, water_quality
[inst_100733] Electronic weighing balance – Sartorius (BP221 S) | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, metrology, pharmaceuticals, soil_analysis
[inst_100734] Sediment Squeezer | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, marine_tech, analytical_chem, soil_analysis
[inst_100735] Rotary Vacuum Evaporator – Eyela (NVC 2100) | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: pharmaceuticals, analytical_chem, green_chem, water_quality
[inst_100736] wave length dispersive spectrometers | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences, metallurgy, surface_science
[inst_100737] BSE detectors | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metallurgy, surface_science, analytical_chem
[inst_100738] SE detectors | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: surface_science, nanotech, geosciences, semiconductors
[inst_100739] cathodoluminescence and sophisticated visible light optics. | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, surface_science, analytical_chem, semiconductors
[inst_100740] Advanced digital Laser Raman Micro spectrometer | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, surface_science, nanotech
[inst_100741] Arc-Info software | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem
[inst_100742] digitiser | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metrology, analytical_chem
[inst_100743] plotter. | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metrology, analytical_chem
[inst_100744] Arc-GIS | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, soil_analysis, water_quality, crop_science
[inst_100745] ERDAS | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem
[inst_100746] ILWIS software | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, water_quality
[inst_100747] GPS station | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metrology, rf_communications
[inst_100748] current meter | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: marine_tech, geosciences, water_quality, metrology
[inst_100749] map reader | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metrology
[inst_100750] Rain Drop Charge Sensor | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metrology, water_quality
[inst_100751] Atmospheric Electric Field Mill (EFM) | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metrology, analytical_chem
[inst_100752] Automatic Weather Station | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metrology, crop_science, water_quality
[inst_100753] Ceilometer | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metrology
[inst_100754] Parsivel Disdrometer | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, water_quality, metrology
[inst_100755] Micro Rain Radar (MRR) | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, water_quality
[inst_100756] Particle Size Analyser (PSA) | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metrology, nanotech
[inst_100757] spinner magnetometer | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metrology
[inst_100758] AF demangetiser | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem
[inst_100759] MMTD thermal demagnetiser | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metallurgy, metrology
[inst_100760] low field hysterisis apparatus | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metallurgy, surface_science
[inst_100761] High field hysterisis loop tracer | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metallurgy, surface_science, analytical_chem
[inst_100762] pulse field magnetometer | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metallurgy, metrology
[inst_100763] Zeiss trinocular polarising microscope- AxioVision; | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metrology
[inst_100764] Leica binocular polarising microscope with Leica DFS 320 digital photographic system | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metallurgy, surface_science
[inst_100765] Mechanical counting stage | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metrology, analytical_chem
[inst_100766] eica M205C Stereo binocular microscope with 20.5:1 zoom | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, surface_science, metrology, analytical_chem
[inst_100767] Leica transmitted/reflected binocular petrographic microscope with MPS 60 photomicrographic system | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metallurgy, surface_science
[inst_100768] Zeiss transmitted/reflected binocular petrographic microscope | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metallurgy
[inst_100769] Zeiss monocular | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metallurgy, metrology
[inst_100770] polarizing microscopes | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metallurgy, analytical_chem, surface_science
[inst_100771] wet and dry sample analysis | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, soil_analysis, water_quality
[inst_100772] Mineral/Rock Pulveriser | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metallurgy, soil_analysis
[inst_100773] Vibratory Sieve Shaker | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: soil_analysis,geosciences,metrology,analytical_chem
[inst_100774] Stereoscopic zoom microscope | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, surface_science, metrology, metallurgy
[inst_100775] Sartorius Density Determination kit | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: metrology, analytical_chem, geosciences
[inst_100776] Electronic Balance | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, metrology
[inst_100777] Frantz Isodynamic Separator | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metallurgy, analytical_chem, metrology
[inst_100778] Cross Belt Magnetic Separator | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metallurgy, analytical_chem
[inst_100779] Wet Table Separator | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metallurgy, analytical_chem
[inst_100780] Automatic thin section preparation units: Buhler USA (Isomet 1000, Isomet 5000, PetroLap, PetroBond, PetroThin, PetroPol, Automet) | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metallurgy, metrology, analytical_chem
[inst_100781] Struers-Labpol section grinding machine | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metallurgy, surface_science, analytical_chem
[inst_100782] Geological Syndicate rock cutting machines | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metallurgy, metrology
[inst_100783] Mounting press | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metallurgy, metrology, surface_science
[inst_100784] onic Clean ultrasonicator | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metrology
[inst_100785] Fritsch Pulverisette with Ni-Ch grinding set | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metallurgy, soil_analysis
[inst_100786] Jaw Crusher | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metallurgy, soil_analysis, analytical_chem
[inst_100787] Hydraulic crusher unit | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, soil_analysis, metallurgy, analytical_chem
[inst_100788] Holman-Wilfley wet shaking table | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metallurgy, analytical_chem
[inst_100789] Exhaust fume hood | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, green_chem
[inst_100790] Frantz magnetic barrier separator (LB-1) | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metallurgy, analytical_chem
[inst_100791] Binocular microscope (Nikon) with a camera attachment | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metrology
[inst_100792] PANalytical 3 kW X’pert PRO X-ray diffractometer | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metallurgy, nanotech
[inst_100793] S8 TIGER :Goniometer | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metallurgy, surface_science
[inst_100794] S8 Tiger : Automatic sample changer | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metallurgy, analytical_chem, metrology
[inst_100795] S8 Tiger :X-ray tube | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metallurgy, soil_analysis
[inst_100796] S8 Tiger :Collimators | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences, metallurgy
[inst_100797] S8 Tiger :SPECTRAplus software | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences, metallurgy
[inst_100798] S4 Pioneer: Goniometer | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences, metallurgy, surface_science
[inst_100799] S4 Pioneer: Automatic sample changer | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metallurgy, soil_analysis
[inst_100800] S4 Pioneer: X-ray tube | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metallurgy, soil_analysis
[inst_100801] S4 Pioneer: Collimators | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metallurgy, surface_science
[inst_100802] S4 Pioneer:SPECTRAplus software | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metallurgy, analytical_chem, surface_science
[inst_100803] Argon/methane flow proportional counter | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences, metrology
[inst_100804] Scintillation counter | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: analytical_chem, geosciences, microbiology, diagnostics
[inst_100805] TESCAN VEGA 3 LMU | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: nanotech, metallurgy, surface_science, geosciences
[inst_100806] Variable Pressure Analytical SEM | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: nanotech, surface_science, metallurgy, analytical_chem
[inst_100807] LN2-free high-resolution | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, analytical_chem, metallurgy, surface_science
[inst_100808] high-speed EDS | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: nanotech, metallurgy, surface_science, analytical_chem
[inst_100809] Bruker QUANTAX 200 EDS | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: nanotech, surface_science, metallurgy, analytical_chem
[inst_100810] Quorum SC7620 | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: nanotech, surface_science, semiconductors, analytical_chem
[inst_100811] Quorum CA7625 | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: surface_science, nanotech, analytical_chem, metallurgy
[inst_100812] Acoustic Doppler Current Profiler (ADCP) | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: marine_tech, geosciences, metrology
[inst_100813] Valeport & Dobie Wave Gauge | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: marine_tech, geosciences, metrology
[inst_100814] S4 Current Meter: | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: marine_tech, geosciences, water_quality, metrology
[inst_100815] Shallow Seismic Profiler | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, marine_tech
[inst_100816] Piston Corer: | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: marine_tech, geosciences
[inst_100817] Echo sounder: | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: marine_tech, geosciences, metrology
[inst_100818] Differential Global Positioning System: | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, metrology
[inst_100819] Sediment Traps: | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: geosciences, marine_tech, water_quality
[inst_100820] Soil Hydraulic Property Estimation setup – HYPROP, KSAT | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: soil_analysis, geosciences, analytical_chem, crop_science
[inst_100821] Dual Head Infiltrometer, Mini Disk Infiltrometer | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: soil_analysis, geosciences, water_quality, crop_science
[inst_100822] Automatic Soil Particle Size Analyzer – PARIO | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: soil_analysis, geosciences, crop_science, analytical_chem
[inst_100823] Hydrometer, Sieve Shaker, Pore Water Sampler | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: soil_analysis, geosciences, water_quality, analytical_chem
[inst_100824] Plant Canopy Analyzer, NDVI Meter | Institute: National Centre for Earth Science Studies | Location: Trivandrum | Tags: crop_science,soil_analysis,analytical_chem
[inst_100825] 3 D-Bioprinter | Institute: Dr. Moopen's iNEST | Location: Wayanad | Tags: cell_culture, medical_devices, additive_mfg, pharmaceuticals
[inst_100826] 3D Bioprinter-Mini | Institute: Dr. Moopen's iNEST | Location: Wayanad | Tags: cell_culture, additive_mfg, medical_devices
[inst_100827] FT/IR Spectrometer | Institute: Dr. Moopen's iNEST | Location: Wayanad | Tags: pharmaceuticals, polymers, surface_science, analytical_chem
[inst_100828] Ultracentrifuge | Institute: Dr. Moopen's iNEST | Location: Wayanad | Tags: cell_culture, microbiology, pharmaceuticals, genomics
[inst_100829] Lyophilizer | Institute: Dr. Moopen's iNEST | Location: Wayanad | Tags: food_safety, microbiology, pharmaceuticals, cell_culture
[inst_100830] Real Time PCR | Institute: Dr. Moopen's iNEST | Location: Wayanad | Tags: microbiology, diagnostics, genomics, pharmaceuticals
